Date,AAPL,MSFT,GOOG,TWTR,NVDA,V,NFLX,FB,AMZN,INTC,BABA,BAC,AMD,PEP,ATVI,C,F,AABA,BA,CSCO,WMT
30/11/2017,171.85,84.17,1021.41,20.58,200.71,112.59,187.58,177.18,1176.75,44.84,177.08,28.17,10.89,116.52,62.4,75.5,12.52,70.06,276.8,37.3,97.23
01/12/2017,171.05,84.26,1010.17,20.71,197.68,110.73,186.82,175.1,1162.35,44.68,174.61,28.1,10.73,116.78,61.96,75.51,12.58,70.1,271.38,37.6,97.35
04/12/2017,169.8,81.08,998.68,20.4,186.66,107.43,184.04,171.47,1133.95,44.49,169.58,29.06,10.03,117.46,58.6,77.1,12.63,68.31,277.97,37.72,97.01
05/12/2017,169.64,81.59,1005.15,20.77,187.74,108.58,184.21,172.83,1141.57,43.44,168.96,28.93,9.91,117.59,59.55,76.54,12.43,68.13,275.54,37.31,97.83
06/12/2017,169.01,82.78,1018.38,21.09,189.26,109.74,185.3,176.06,1152.35,43.45,172.63,28.64,10,118.9,60.75,75.44,12.38,69.41,278.27,37.41,97.28
07/12/2017,169.32,82.49,1030.93,21.01,191.99,111.4,185.2,180.14,1159.79,43.08,174.47,28.78,10.04,116.73,61.57,74.98,12.53,70.22,281.97,37.4,96.78
08/12/2017,169.37,84.16,1037.05,21.1,191.49,112.6,188.54,179,1162,43.35,177.62,29.05,9.94,116.57,62.43,75.71,12.61,71.25,285.9,37.61,96.55
11/12/2017,172.67,85.23,1041.1,22.05,194.66,112.37,186.22,179.04,1168.92,43.66,179.29,28.94,10.16,117.39,63.17,75.85,12.58,71.53,283.16,37.96,96.93
12/12/2017,171.7,85.58,1040.48,21.65,190.84,113.46,185.73,176.96,1165.08,43.33,174.64,29.32,9.9,117.4,64.4,76.15,12.6,69.77,289.94,37.91,96.7
13/12/2017,172.27,85.35,1040.61,21.66,186.18,113.31,187.86,178.3,1164.13,43.34,176.47,28.84,10.11,117.8,64.6,75.14,12.63,71.24,291.84,38.15,97.76
14/12/2017,172.22,84.69,1049.15,22.58,186.47,112.92,189.56,178.39,1174.26,43.26,171.75,28.73,10.13,118.02,65.03,73.92,12.46,69.23,293.88,37.9,97.13
15/12/2017,173.97,86.85,1064.19,22.23,191.56,113.82,190.12,180.18,1179.14,44.56,173.55,29.04,10.29,119.22,66.73,74.77,12.58,70.29,293.94,38.19,97.11
18/12/2017,176.42,86.38,1077.14,24.68,197.9,113.55,190.42,180.82,1190.58,46.26,173.37,29.48,10.98,118.05,66.01,75.67,12.66,70.14,296.14,38.48,97.9
19/12/2017,174.54,85.83,1070.68,25.08,196.11,112.14,187.02,179.51,1187.38,47.04,171.28,29.45,10.95,118.61,64.9,74.7,12.69,70.21,297.25,38.3,98.8
20/12/2017,174.35,85.52,1064.95,25.2,196.8,112.12,188.82,177.89,1177.62,47.56,172.64,29.48,10.98,119.02,64.38,74.66,12.72,70.9,297.9,38.74,98.75
21/12/2017,175.01,85.5,1063.63,25.05,195.89,112.41,188.62,177.45,1174.76,46.76,175.32,29.82,10.89,118.26,65.08,75.82,12.63,71.59,295.03,38.53,98.06
22/12/2017,175.01,85.51,1060.12,24.46,195.27,112.69,189.94,177.2,1168.36,46.7,176.29,29.88,10.54,118.6,64.51,75.49,12.58,71.58,295.1,38.55,98.21
26/12/2017,170.57,85.4,1056.74,24.26,197.44,112.99,187.76,175.99,1176.76,46.08,172.33,29.78,10.46,118.89,63.45,74.78,12.6,69.86,295.36,38.48,99.16
27/12/2017,170.6,85.71,1049.37,24.23,197.17,114.02,186.24,177.62,1182.26,46.11,172.97,29.73,10.53,119.3,63.34,74.89,12.5,70.06,295.62,38.56,99.26
28/12/2017,171.08,85.72,1048.14,24.31,197.4,114.35,192.71,177.92,1186.1,46.22,172.3,29.8,10.55,119.35,63.4,75.08,12.58,69.82,296.35,38.59,99.4
29/12/2017,169.23,85.54,1046.4,24.01,193.5,114.02,191.96,176.46,1169.47,46.16,172.43,29.52,10.28,119.92,63.32,74.41,12.49,69.85,294.91,38.3,98.75
02/01/2018,172.26,85.95,1065,24.51,199.35,114.51,201.07,181.42,1189.01,46.85,183.65,29.9,10.98,118.06,64.31,74.36,12.66,73.13,296.84,38.86,98.59
03/01/2018,172.23,86.35,1082.48,24.45,212.47,115.65,205.05,184.67,1204.2,45.26,184,29.8,11.55,117.75,65.31,74.59,12.76,73.78,297.8,39.17,99.45
04/01/2018,173.03,87.11,1086.4,23.99,213.59,116.08,205.63,184.33,1209.59,44.43,185.71,30.19,12.12,118.33,64.66,75.51,12.98,74.57,296.67,38.99,99.54
05/01/2018,175,88.19,1102.23,24.32,215.4,118.86,209.99,186.85,1229.14,44.74,190.7,30.33,11.88,118.67,66.37,75.41,13.2,76.49,308.84,39.53,100.13
08/01/2018,174.35,88.28,1106.94,24.59,222,119.34,212.05,188.28,1246.87,44.74,190.33,30.12,12.28,117.99,66.63,74.53,13.15,76.48,310.15,39.94,101.61
09/01/2018,174.33,88.22,1106.26,24.17,221.94,119.11,209.31,187.87,1252.7,43.62,190.8,30.27,11.82,118.08,66.19,75.31,13.08,76.59,318.43,39.69,100.39
10/01/2018,174.29,87.82,1102.61,24.25,223.68,118.98,212.52,187.84,1254.33,42.5,189.79,30.55,11.96,117.48,66.83,75.65,13.03,76.51,320.26,39.91,99.67
11/01/2018,175.28,88.08,1105.52,24.35,224.08,119.84,217.24,187.77,1276.68,43.41,188.75,30.66,12.14,116.88,69.24,75.56,13.16,76.14,328.12,40.1,100.02
12/01/2018,177.09,89.6,1122.26,25.41,222.98,120.09,221.23,179.37,1305.2,43.24,187.79,31.19,12.02,117.38,70.36,76.84,13.23,75.85,336.21,40.87,100.87
16/01/2018,176.19,88.35,1121.76,24.66,220.11,120.39,221.53,178.39,1304.86,43.14,182.4,31.24,11.91,117.86,68.71,77.11,13.1,73.92,335.16,40.54,100.69
17/01/2018,179.1,90.14,1131.98,24.56,224.72,121.98,217.5,177.6,1295,44.39,183.83,31.18,12.18,119.18,70.36,77.47,12.18,74.14,351.01,41.2,102.7
18/01/2018,179.26,90.1,1129.79,24.04,224.44,123.11,220.33,179.8,1293.32,44.48,184.4,31.48,12.47,119.05,69.8,77.39,12.07,74.23,340.16,41.3,104.3
19/01/2018,178.46,90,1137.51,23.66,230.11,122.7,220.46,181.29,1294.58,44.82,184.05,31.72,12.59,120.17,70.57,78.3,12,74.36,337.73,41.29,104.59
22/01/2018,177,91.61,1155.81,23.32,233.69,124.33,227.58,185.37,1327.31,45.75,184.02,31.94,12.65,121.51,71.3,78.59,12.02,74.16,338,41.66,105.45
23/01/2018,177.04,91.9,1169.97,22.75,238.91,124.65,250.29,189.35,1362.54,46.06,192.28,31.92,12.94,121.3,71.55,78.55,11.96,76.57,335.59,42.1,105.9
24/01/2018,174.22,91.82,1164.24,22.37,235.8,124.55,261.3,186.55,1357.51,45.51,195.53,32.09,12.71,121.14,70.08,79.45,12.05,77.81,334.69,42.17,105.79
25/01/2018,171.11,92.33,1170.37,22.16,236.35,125.22,269.7,187.48,1377.95,45.3,198.33,32.09,12.41,120.9,70.82,79.44,11.57,78.58,343.11,41.9,106.6
26/01/2018,171.51,94.06,1175.84,24.27,243.33,126.32,274.6,190,1402.05,50.08,205.22,32.2,12.95,121.76,72.52,80.08,11.65,80.3,343.22,42.56,108.39
29/01/2018,167.96,93.92,1175.58,25.18,246.85,124.84,284.59,185.98,1417.68,49.98,203.01,32.28,13.32,119.67,72.45,79.96,11.12,79.34,340.82,42.85,109.55
30/01/2018,166.97,92.74,1163.69,25.62,242.72,123.55,278.8,187.12,1437.82,48.79,199.66,31.88,12.87,119.89,71.61,78.62,11.06,78.27,337.71,42.25,107.73
31/01/2018,167.43,95.01,1169.94,25.81,245.8,124.23,270.3,186.89,1450.89,48.14,204.29,32,13.74,120.3,74.13,78.48,10.97,79.88,354.37,41.54,106.6
01/02/2018,167.78,94.26,1167.7,27.14,240.5,125.72,265.07,193.09,1390,47.65,192.22,32.5,13.25,120.3,73.35,79.2,10.92,76.01,356.94,41.7,105.52
02/02/2018,160.5,91.78,1111.9,25.92,233.52,120.91,267.43,190.28,1429.95,46.15,187.31,31.95,12.45,118.67,71.42,77.02,10.71,74.4,348.91,40.93,104.48
05/02/2018,156.49,88,1055.8,25.13,213.7,116.27,254.26,181.26,1390,44.52,180.53,30.26,11.57,114.46,67.98,73.27,10.24,72.51,328.88,38.78,100.09
06/02/2018,163.03,91.33,1080.6,25.24,225.58,119.97,265.72,185.31,1442.84,44.91,185.17,31.2,11.65,113.56,69.7,74.82,10.76,73.53,340.91,40.17,100.9
07/02/2018,159.54,89.61,1048.58,26.91,228.8,119.65,264.56,180.18,1416.78,45.2,180.3,31.25,11.6,113.5,69.46,74.99,10.76,72.16,348.12,40.34,102.85
08/02/2018,155.15,85.01,1001.52,30.18,217.52,113.86,250.1,171.58,1350.5,42.75,173.7,29.74,11.22,110.15,65.83,71.87,10.43,69.15,329.66,38.77,100.02
09/02/2018,156.41,88.18,1037.78,31.51,232.08,116.32,249.47,176.11,1339.6,43.95,176.67,30.33,11.31,111.18,67.08,73.68,10.53,70.48,332.83,39.53,99.37
12/02/2018,162.71,89.13,1051.94,30.95,228.03,118.47,257.95,176.41,1386.23,44.83,177.44,31.12,11.68,111.93,68.32,74.76,10.7,71.1,343.8,40.6,99.55
13/02/2018,164.34,89.83,1052.1,33.44,232.63,118.35,258.27,173.15,1414.51,44.46,179.25,31.18,11.78,112.14,68.03,75.18,10.59,71.31,343.16,41.23,100.98
14/02/2018,167.37,90.81,1069.7,33.75,241.42,120.83,266,179.52,1451.05,45.38,186.76,32,12.2,109.11,69.65,76.71,10.74,73.66,344.85,42.09,101.7
15/02/2018,172.99,92.66,1089.52,33.61,246.5,122.28,280.27,179.96,1461.76,45.92,187.45,32.21,12.19,110.97,71.99,77.08,10.76,74.4,356.46,44.08,103.23
16/02/2018,172.43,92,1094.8,33.06,243.84,121.85,278.52,177.36,1448.69,45.56,183.68,31.97,11.82,111.06,70.19,76.82,10.61,73.51,355.04,44.33,104.78
20/02/2018,171.85,92.72,1102.46,32.84,249.08,122.01,278.55,176.01,1468.35,46.32,187.19,31.93,12.02,109.48,70.84,76.46,10.63,74.59,353.35,44.06,94.11
21/02/2018,171.07,91.49,1111.34,33.38,241.51,120.43,281.04,177.91,1482.92,45.94,188.82,31.87,11.72,108,70.22,77,10.6,75.11,352.37,43.31,91.52
22/02/2018,172.5,91.73,1106.63,32.11,242.15,120.38,278.14,178.99,1485.34,45.8,188.75,31.69,11.84,109.26,69.49,76.27,10.63,75.52,355.92,42.94,92.77
23/02/2018,175.5,94.06,1126.79,32.66,245.93,122.93,285.93,183.29,1500,47.73,193.29,32.03,12.07,109.68,72.07,77.08,10.7,77.76,356.66,44,92.89
26/02/2018,178.97,95.42,1143.75,32.16,246.58,124.59,294.16,184.93,1521.95,49.11,194.19,32.42,12.42,110.94,73.16,77.65,10.89,78.08,363.48,45.36,93.12
27/02/2018,178.39,94.2,1118.29,31.32,246.06,123.37,290.61,181.46,1511.98,49.91,188.26,32.33,12.53,110.89,72.61,76.38,10.61,76.13,364.64,45.04,91.52
28/02/2018,178.12,93.77,1104.73,31.86,242,122.94,291.38,178.32,1512.45,49.29,186.14,32.1,12.11,109.73,73.13,75.49,10.61,74.85,362.21,44.78,90.01
01/03/2018,175,92.85,1069.52,32.24,232.21,120.4,290.39,175.94,1493.45,47.84,181.99,31.48,11.9,108.12,72.01,73.66,10.29,73.74,349.69,43.8,89.08
02/03/2018,176.21,93.05,1078.92,33,236.54,120.77,301.05,176.62,1500.25,48.98,179.76,31.63,11.81,109.04,74.01,73.68,10.4,72.69,344.67,44.06,88.77
05/03/2018,176.82,93.64,1090.93,34.58,235.65,121.88,315,180.4,1523.61,49.75,181.6,32.13,11.91,109.43,75.1,74.42,10.58,73.44,352.75,44.52,89.98
06/03/2018,176.67,93.32,1095.06,34.43,242.16,121.06,325.22,179.78,1537.64,50.71,187.37,32.11,11.76,109.58,73.92,74.06,10.63,75.17,348.92,44.29,89.06
07/03/2018,175.03,93.86,1109.64,35.76,241.84,121.85,321.16,183.71,1545,51.32,189.05,32.18,12.24,109.84,74.07,73.92,10.63,75.98,347.04,44.2,87.74
08/03/2018,176.94,94.43,1126,34.85,241.18,122.22,317,182.34,1551.86,50.74,187.18,32.2,11.97,112.08,76.81,74.11,10.61,75.73,348.73,44.34,87.92
09/03/2018,179.98,96.54,1160.04,35.35,245.33,124.51,331.44,185.23,1578.89,52.19,190.55,32.72,11.7,112.54,78.22,76.11,10.73,76.62,354.52,45.37,88.72
12/03/2018,181.72,96.77,1164.5,35.5,249.76,124.24,321.3,184.76,1598.39,51.52,192.74,32.84,11.52,112.75,76.86,76.02,10.81,77.56,344.19,45.55,88.07
13/03/2018,179.97,94.41,1138.17,34.11,247.71,123.2,315.88,181.88,1588.18,51.78,188.41,32.36,11.64,113.6,75.93,74.91,10.78,75.97,338.67,45.16,88.3
14/03/2018,178.44,93.85,1149.49,36.6,248.74,122.58,321.55,184.19,1591,51.86,192.56,32.14,11.36,112.61,74.22,73.47,11.02,77.2,330.26,45.28,87.67
15/03/2018,178.65,94.18,1149.58,35.8,249.34,123.41,321.09,183.86,1582.32,50.88,199.06,32.1,11.46,111.99,73.38,73.34,11.07,79.42,329.98,45.33,87.51
16/03/2018,178.02,94.6,1135.73,35.58,250.48,124.53,318.45,185.09,1571.68,51.17,200.28,32.17,11.47,111.64,71.68,73.47,11.15,79.9,330.47,45.01,89.17
19/03/2018,175.3,92.89,1099.82,34.98,241,123.21,313.48,172.56,1544.93,50.83,194.53,31.98,11.43,110.36,71.05,72.7,11.01,77.84,331.76,44.27,87.45
20/03/2018,175.24,93.13,1097.71,31.35,249.58,124.91,317.5,168.15,1586.51,51.55,198.95,31.98,11.11,109.9,71.37,72.92,10.99,79.07,337.63,44.37,87.95
21/03/2018,171.27,92.48,1090.88,32.73,248.56,123.22,316.48,169.39,1581.86,51.56,195.3,31.87,11.26,108.74,71.61,73.32,11.1,78.07,337.1,44.31,88.18
22/03/2018,168.85,89.79,1049.08,31.2,241.85,119.99,306.7,164.89,1544.92,50.83,184.65,30.55,10.91,107.94,69.76,70.31,10.75,74.57,319.61,43.07,87.14
23/03/2018,164.94,87.18,1021.57,31.03,232.97,117,300.94,159.39,1495.56,49.36,181.2,29.17,10.63,106.15,68.04,67.9,10.56,73,321,42.42,85.42
26/03/2018,172.77,93.78,1053.21,31.91,244.48,120.64,320.35,160.06,1555.86,52.48,190.5,30.44,10.44,106.81,70.08,69.78,10.83,75.81,328.97,44.06,87.5
27/03/2018,168.34,89.47,1005.1,28.07,225.52,117.4,300.69,152.22,1497.05,51.19,181.89,29.52,10,107.64,66.29,68.28,10.83,73.03,321.12,42.68,86.05
28/03/2018,166.48,89.39,1004.56,28.45,221.35,116.99,285.77,153.03,1431.42,49.6,178.91,29.39,9.81,109.18,65.97,68.26,10.86,72.64,320.02,41.66,87.77
29/03/2018,167.78,91.27,1031.79,29.01,231.59,119.62,295.35,159.79,1447.34,52.08,183.54,29.99,10.05,109.15,67.46,67.5,11.08,74.04,327.88,42.89,88.97
02/04/2018,166.68,88.52,1006.47,28.04,221.05,118.39,280.29,155.39,1371.99,48.92,177.61,29.31,9.53,107.05,65.09,67.71,10.86,71.6,322.44,41.01,85.55
03/04/2018,168.39,89.71,1013.41,27.54,225.35,119.2,283.67,156.11,1392.05,49.75,174.67,29.59,9.55,108.19,65.48,68.48,11.15,70.53,330.82,41.38,86.8
04/04/2018,171.61,92.33,1025.14,28.25,226.24,119.81,288.94,155.1,1410.57,49.99,172.07,29.88,9.77,110.18,66.27,69.31,11.33,69.52,327.44,41.2,87.22
05/04/2018,172.8,92.38,1027.81,28.64,221.38,121.19,293.97,159.34,1451.75,50.38,172.57,30.32,10.02,110.57,66.53,70.22,11.35,69.38,336.4,41.82,87.81
06/04/2018,168.38,90.23,1007.04,28.1,214.25,117.7,288.85,157.2,1405.23,48.79,167.52,29.63,9.61,109.3,64.56,68.6,11.18,67.55,326.12,40.73,86.69
09/04/2018,170.05,90.77,1015.45,28.01,215.41,118.79,289.93,157.93,1406.08,49.55,169.87,29.87,9.53,109.38,65.77,69.44,11.25,68.44,322.48,41.17,86.28
10/04/2018,173.25,92.88,1031.64,29.53,227.91,120.72,298.07,165.04,1436.22,51.27,177.1,30.48,9.98,109.4,66.52,70.51,11.45,70.78,334.83,42.51,86.45
11/04/2018,172.44,91.86,1019.97,29.39,226.24,119.78,303.67,166.32,1427.05,51.1,175.36,29.9,9.82,108.68,65.85,69.89,11.43,70.55,327.36,42.43,85.91
12/04/2018,174.14,93.58,1032.51,29,234.6,121.07,309.25,163.87,1448.5,52.72,175.92,30.65,10.08,108.31,67.22,72.13,11.31,70.54,337.48,43.34,85.43
13/04/2018,174.73,93.08,1029.27,28.76,231.5,120.75,311.65,164.52,1430.79,51.86,172.04,29.8,9.93,109.26,65.88,71.01,11.28,69.29,329.28,43,86.02
16/04/2018,175.82,94.17,1037.98,28.58,231.49,121.88,307.78,164.83,1441.5,52.4,174.7,29.93,10.09,109.92,66.56,70.07,11.38,69.92,331.77,43.3,86.84
17/04/2018,178.24,96.07,1074.16,31.84,237.54,123.8,336.06,168.66,1441.5,53.54,178.7,30.04,10.52,109.92,68.28,69.74,11.38,71.09,336.72,43.3,87.9
18/04/2018,177.84,96.07,1072.08,31.54,236.37,124.48,334.52,166.36,1527.84,53.61,182.68,29.53,10.36,106.98,68.69,68.98,11.33,72.32,341,44.63,87.57
19/04/2018,172.8,96.11,1087.7,31.54,229.04,123.96,332.7,168.1,1556.91,52.22,181.39,30.18,10.11,105.57,67.68,70.28,10.96,72.02,340.64,44.56,87.89
20/04/2018,165.72,95,1072.96,31.91,228.71,124.2,327.77,166.28,1527.49,51.53,179.11,30.26,9.99,102.48,66.3,70,10.82,71.06,338.67,44.09,86.98
23/04/2018,165.24,95.35,1067.45,31.22,223.88,124.46,318.69,165.84,1517.86,51.1,175.57,30.32,10.04,102.58,66.23,69.48,11.04,69.89,338.84,44.25,86.1
24/04/2018,162.94,93.12,1019.98,30.47,221.2,121.27,307.02,159.69,1460.09,51.45,173.09,30.19,10.09,101.44,65.34,69.12,10.96,69.26,329.06,43.74,86.53
25/04/2018,163.65,92.31,1021.18,29.75,216.66,121.21,305.76,159.69,1460.17,51.38,170.22,30.14,9.71,101.15,64.82,69.36,11.11,68.27,342.86,43.71,87.17
26/04/2018,164.22,94.26,1040.04,30.27,225.22,127.08,313.98,174.16,1517.96,53.05,173.9,30.07,11.04,103.26,66.34,69.18,11.43,69.8,342.79,44.21,87.94
27/04/2018,162.32,95.82,1030.05,29,226.33,126.01,311.76,173.59,1572.62,52.73,177.16,30.15,11.11,101.71,65.79,68.99,11.49,69.73,340.88,44.71,87.29
30/04/2018,165.26,93.52,1017.33,30.31,224.9,126.88,312.46,172,1566.13,51.62,178.54,29.92,10.88,100.94,66.35,68.27,11.24,70.08,333.56,44.29,88.46
01/05/2018,169.1,95,1037.31,30.3,227.14,127.51,313.3,173.86,1582.26,53.33,179.5,29.95,11.13,99.13,67.8,68.25,11.26,69.89,329.54,44.83,87.41
02/05/2018,176.57,93.51,1024.38,30.55,226.31,126.38,313.36,176.07,1569.68,52.31,181.45,29.58,10.97,97.23,68.39,67.99,11.21,70.21,324.19,43.86,86.34
03/05/2018,176.89,94.07,1023.72,30.67,232.99,127.18,311.69,174.02,1572.08,52.28,182.45,29.2,10.93,97.6,66.82,67.94,11.2,70.38,330.69,44.44,86.23
04/05/2018,183.83,95.16,1048.21,31.04,239.06,128.16,320.09,176.61,1580.95,52.78,188.89,29.3,11.28,98.99,69.84,67.94,11.36,72.71,334.43,45.3,87.53
07/05/2018,185.16,96.22,1054.79,31.33,248.68,129.26,326.26,177.97,1600.14,53.33,195.35,29.64,11.59,98.23,70.37,68.5,11.34,75.33,340.43,45.73,85.47
08/05/2018,186.05,95.81,1053.91,31.85,250.4,129.9,326.89,178.92,1592.39,53.63,196.31,29.93,11.61,96.79,69.61,71,11.27,76.04,338.37,45.71,85.74
09/05/2018,187.36,96.94,1082.76,32.46,255.78,130.84,330.3,182.66,1608,54.34,195.43,30.72,11.95,96.16,71.31,71.95,11.06,75.93,344.5,46.04,83.06
10/05/2018,190.04,97.91,1097.57,32.87,260.13,130.84,329.6,185.53,1609.08,54.98,195.96,30.89,12.13,97.27,72.9,72.57,11.21,75.9,344.07,46.3,82.69
11/05/2018,188.59,97.7,1098.26,32.75,254.53,131.82,326.46,186.99,1602.91,54.67,194.36,30.92,11.95,97.43,71.7,72.86,11.19,75.67,342.46,45.93,83.38
14/05/2018,188.15,98.03,1100.2,33.39,255.36,131.21,328.53,186.64,1601.54,54.9,198.64,31.12,12.23,97.15,71.7,72.62,11.18,76.74,344.59,45.7,84.39
15/05/2018,186.44,97.32,1079.23,32.75,245.56,131.1,326.13,184.32,1576.12,53.92,196.61,31.22,12.45,96.8,70.17,72.68,11.22,76.44,342.12,45.48,84.52
16/05/2018,188.18,97.15,1081.77,32.77,246.01,130.89,328.19,183.2,1587.28,54.64,198.11,31.06,12.82,97.19,70.33,71.95,11.4,77.02,340.97,45.16,86.13
17/05/2018,186.99,96.18,1078.59,32.58,247.71,129.93,325.22,183.76,1581.76,54.81,196.02,30.81,12.82,97.92,71.66,71.56,11.46,76.5,344.14,43.46,84.49
18/05/2018,186.31,96.36,1066.36,32.63,245.94,129.93,324.18,182.68,1574.37,54.81,195,30.81,12.82,97.51,71.99,69.96,11.46,76.5,351.23,43.21,83.64
21/05/2018,187.63,97.6,1079.58,33.63,244.24,130.66,331.82,184.49,1585.46,54.32,197.64,30.55,12.99,99.51,71.45,70.43,11.51,77.02,363.92,43.75,84.51
22/05/2018,187.16,97.5,1069.73,32.86,242.7,130.71,331.62,183.8,1581.4,54.45,195.87,30.89,12.98,99.93,71.35,71.08,11.52,76.51,355.02,43.65,83.37
23/05/2018,188.36,98.66,1079.69,33.42,247.54,131.88,344.72,186.9,1601.86,55.21,196.8,30.44,13.1,100.45,71.74,70.24,11.44,76.45,359.21,43.68,83.01
24/05/2018,188.15,98.31,1079.24,33.52,247.69,131.89,349.29,185.93,1603.07,54.75,197.37,30.21,13.41,100.18,70.8,69.31,11.62,77.17,359,43.57,82.85
25/05/2018,188.58,98.36,1075.66,33.63,249.28,131.28,351.29,184.92,1610.15,55.44,199.2,30.16,13.54,100.31,71.46,68.44,11.51,77.43,360.09,43.26,82.46
29/05/2018,187.9,98.01,1060.32,34.04,248.59,129.69,349.73,185.74,1612.87,55.32,198,28.96,13.36,101.1,70.64,65.71,11.44,76.8,352.48,42.97,82.4
